X,block_number,block_transaction_count,block_size,block_gas_used,miners_label
746,3904567,40,5911,1661355,poolgpu
749,3904568,55,6677,4561823,Nanopool
750,3904569,60,8137,4601050,Nanopool
754,3904570,51,6264,4546550,ethermine
756,3904571,50,6877,4675551,ethfans.org
757,3904572,46,6051,4626574,ethermine
758,3904573,45,6393,4548086,Nanopool
763,3904574,0,527,0,DwarfPool1
764,3904575,75,9107,4673058,ethfans.org
768,3904576,1,646,60000,f2pool
769,3904577,3,870,184580,f2pool
770,3904578,0,527,0,DwarfPool1
771,3904579,98,16329,4703804,a4aaf1d
777,3904580,74,9199,4576671,miningpoolhub_1
780,3904581,1,1179,21000,f2pool
784,3904582,86,10630,4601664,ethermine
786,3904583,40,4972,4555668,miningpoolhub_1
796,3904584,62,8332,4677082,ethermine
797,3904585,34,4899,2744714,C0ea08A2d
810,3904586,1,648,149000,f2pool
811,3904587,54,7002,4572646,Nanopool
812,3904588,44,5765,4556813,ethfans.org
819,3904589,182,20993,4715155,f2pool
828,3904590,131,16073,4702542,f2pool
835,3904591,37,5177,4697867,miningpoolhub_1
840,3904592,57,7460,4593956,bitclubpool
841,3904593,3,871,4697071,Nanopool
845,3904594,46,6140,4536040,poolgpu
847,3904595,15,2279,4626776,Nanopool
848,3904596,5,1161,4701375,ethfans.org
849,3904597,53,7000,4597485,Ethpool_2
854,3904598,37,5296,3039128,C0ea08A2d
856,3904599,46,6230,4624469,Ethpool_2
607,3904600,74,9261,4698099,ethermine
608,3904601,22,3476,1250991,C0ea08A2d
609,3904602,31,4210,4699291,ethfans.org
610,3904603,38,5103,4696907,ethfans.org
611,3904604,50,6770,4610068,ethermine
612,3904605,49,6305,4578926,Nanopool
617,3904606,6,1203,686058,f2pool
618,3904607,1,646,60000,f2pool
619,3904608,30,4096,4704699,ethfans.org
620,3904609,82,10357,4630786,miningpoolhub_1
622,3904610,2,757,120000,f2pool
623,3904611,35,4674,4705732,ethfans.org
624,3904612,24,3607,4693924,Nanopool
627,3904613,186,23070,4708289,ethermine
634,3904614,58,7832,4701097,miningpoolhub_1
635,3904615,30,4098,4704699,ethfans.org
637,3904616,25,3380,743000,f2pool
638,3904617,0,533,0,f2pool
639,3904618,58,7717,4559201,ethermine
642,3904619,20,4707,4547626,miningpoolhub_1
643,3904620,4,980,379999,f2pool
645,3904621,54,8914,4709066,ethermine
646,3904622,61,7442,4707750,miningpoolhub_1
651,3904623,70,9665,4694521,ethermine
655,3904624,39,5551,4669026,Coinotron
657,3904625,74,9278,4562043,Ethpool_2
659,3904626,68,8209,4611931,ethermine
660,3904627,45,5695,4647998,ethfans.org
661,3904628,21,3515,2271452,Nanopool
662,3904629,38,4856,4693144,ethfans.org
663,3904630,41,5665,4615419,miningpoolhub_1
664,3904631,45,5635,4673207,C0ea08A2d
675,3904632,37,6635,4602507,C0ea08A2d
676,3904633,45,6672,4612714,Coinotron
678,3904634,36,4663,4609027,miningpoolhub_1
679,3904635,1,646,62225,f2pool
680,3904636,17,3032,1821518,C0ea08A2d
681,3904637,28,3654,2971250,Nanopool
684,3904638,0,533,0,f2pool
685,3904639,21,3749,4561929,9633814
686,3904640,15,2312,968365,C0ea08A2d
687,3904641,5,1089,261000,f2pool
688,3904642,1,645,60000,f2pool
689,3904643,69,9190,4680272,872771
690,3904644,56,7388,3944123,C0ea08A2d
693,3904645,33,4758,4551935,ethfans.org
695,3904646,0,1585,0,DwarfPool1
696,3904647,38,4830,4683631,ethermine
697,3904648,1,647,60000,f2pool
698,3904649,90,11054,3085474,ethermine
699,3904650,1,646,60000,f2pool
700,3904651,3,869,365166,f2pool
701,3904652,65,8197,4587863,Ethpool_2
702,3904653,10,1734,4702216,ethermine
703,3904654,68,8569,4526488,miningpoolhub_1
708,3904655,43,5671,3474697,ethermine
709,3904656,19,3227,4604413,ethermine
710,3904657,13,2246,568176,f2pool
711,3904658,95,11390,4692768,ethfans.org
713,3904659,176,22082,4704571,ethermine
720,3904660,1,635,4700000,miningpoolhub_1
721,3904661,98,12123,4704828,ethermine
725,3904662,7,1644,4687872,miningpoolhub_1
726,3904663,65,8328,4701665,ethermine
728,3904664,33,4242,3959392,C0ea08A2d
729,3904665,1,646,4700000,ethermine
730,3904666,70,9154,4637237,C0ea08A2d
731,3904667,4,980,240000,f2pool
732,3904668,11,1959,622285,f2pool
736,3904669,0,527,0,DwarfPool1
737,3904670,1,646,4700000,ethfans.org
738,3904671,155,18285,4692659,ethermine
742,3904672,25,3314,4694000,a4aaf1d
743,3904673,34,4842,4695244,Nanopool
744,3904674,3,1919,650472,f2pool
745,3904675,6,1204,284222,f2pool
747,3904676,42,5617,4696402,ethermine
748,3904677,96,12902,4701049,ethfans.org
752,3904678,96,11921,4695517,ethermine
755,3904679,54,7767,4693001,miningpoolhub_1
759,3904680,41,5820,4682628,miningpoolhub_1
760,3904681,10,1652,4663381,ethfans.org
761,3904682,0,533,0,f2pool
762,3904683,47,6266,4588491,Nanopool
766,3904684,7,1372,4668472,ethermine
767,3904685,67,8539,4571128,poolgpu
774,3904686,12,1866,1002222,f2pool
775,3904687,25,3312,4688000,bitclubpool
776,3904688,180,20383,4683013,Coinotron
789,3904689,0,527,0,DwarfPool1
790,3904690,3,868,141000,f2pool
795,3904691,68,8158,4680973,ethfans.org
809,3904692,39,4931,4692754,Nanopool
818,3904693,110,13729,4682214,miningpoolhub_1
829,3904694,95,12298,4654925,miningpoolhub_1
836,3904695,108,12981,4693398,waterhole
842,3904696,52,8262,4549901,ethfans.org
843,3904697,4,1019,4598606,ethfans.org
844,3904698,54,6559,4702281,ethermine
850,3904699,48,5937,4706752,ethfans.org
739,3904700,2,1361,3133571,f2pool
740,3904701,118,13774,4709949,ethermine
751,3904702,11,1754,4710267,ethfans.org
753,3904703,146,17118,4702928,C0ea08A2d
765,3904704,82,10397,4649294,ethermine
772,3904705,63,7659,4702389,ethermine
773,3904706,75,10828,4630693,Nanopool
778,3904707,1,646,60000,f2pool
779,3904708,50,6769,4638094,miningpoolhub_1
781,3904709,25,11184,4603892,ethfans.org
782,3904710,45,6260,4710733,ethfans.org
787,3904711,44,6551,4665166,49deb4
788,3904712,46,6544,4570755,ethermine
792,3904713,21,3356,2157763,Ethpool_2
793,3904714,0,527,0,DwarfPool1
794,3904715,11,2045,994449,f2pool
802,3904716,4,981,380000,f2pool
803,3904717,7,1664,585466,f2pool
804,3904718,0,1060,0,DwarfPool1
805,3904719,45,5697,4685470,ethermine
806,3904720,7,1312,4693000,ethermine
807,3904721,5,1089,224222,f2pool
808,3904722,43,6352,4690822,ethermine
817,3904723,89,11078,4711936,ethermine
822,3904724,28,5037,4706338,miningpoolhub_1
823,3904725,80,11701,4704469,ethermine
830,3904726,96,13070,4697830,ethfans.org
838,3904727,120,15027,4708042,ethfans.org
846,3904728,106,13245,4598802,a9a926b
855,3904729,125,14829,4706764,waterhole
857,3904730,4,979,205443,f2pool
858,3904731,1,649,66666,f2pool
859,3904732,68,9473,4701736,Coinotron
864,3904733,27,4027,4536496,ethermine
865,3904734,46,6623,4694725,ethermine
868,3904735,2,757,122222,f2pool
869,3904736,48,6203,4703292,ethfans.org
870,3904737,1,643,134533,DwarfPool1
871,3904738,76,11205,4700479,ethermine
875,3904739,46,5993,4703241,ethfans.org
876,3904740,3,875,281000,f2pool
877,3904741,76,11254,4692755,ethermine
881,3904742,25,4017,4707885,ethfans.org
886,3904743,178,21294,4707660,ethermine
888,3904744,8,1429,2947444,f2pool
889,3904745,11,1758,774154,f2pool
890,3904746,68,9811,4701614,Nanopool
894,3904747,0,527,0,DwarfPool1
895,3904748,0,533,0,f2pool
896,3904749,2,758,124522,f2pool
897,3904750,80,10446,4698766,ethermine
900,3904751,70,9821,4661824,ethermine
906,3904752,0,533,0,f2pool
907,3904753,27,3988,4625483,Nanopool
908,3904754,3,869,4697774,ethermine
909,3904755,39,5934,4686236,Nanopool
910,3904756,41,5296,4600424,ethfans.org
912,3904757,42,6301,4580888,ethermine
913,3904758,137,16308,4707634,DwarfPool1
917,3904759,80,9483,4702167,miningpoolhub_1
921,3904760,4,1519,382222,f2pool
922,3904761,0,527,0,DwarfPool1
923,3904762,40,5872,4702153,ethermine
927,3904763,51,6867,4703336,miningpoolhub_1
929,3904764,2,761,221000,f2pool
930,3904765,108,13452,4654674,ethfans.org
934,3904766,5,1093,4566366,ethermine
937,3904767,0,527,0,DwarfPool1
938,3904768,4,1141,322307,f2pool
939,3904769,106,13369,4692788,ethermine
941,3904770,33,4265,4626062,miningpoolhub_1
942,3904771,0,527,0,DwarfPool1
943,3904772,6,1199,802222,f2pool
944,3904773,49,7166,4677708,ethfans.org
945,3904774,0,527,0,DwarfPool1
946,3904775,95,12208,4684665,miningpoolhub_1
948,3904776,74,10507,4696246,ethfans.org
951,3904777,195,23526,4686822,ethermine
957,3904778,41,5795,4642793,ethermine
958,3904779,53,6832,4637748,ethfans.org
959,3904780,49,6086,4666810,alpereum
964,3904781,53,6884,4280855,ethermine
965,3904782,0,527,0,DwarfPool1
966,3904783,14,2350,4577396,ethermine
967,3904784,31,18130,4707010,ethermine
970,3904785,2,757,120000,f2pool
971,3904786,36,5406,4621608,ethermine
972,3904787,48,6123,4271941,ethermine
977,3904788,0,533,0,f2pool
978,3904789,41,6420,4652901,ethermine
979,3904790,1,643,4707000,C0ea08A2d
980,3904791,92,15976,4698892,a4aaf1d
981,3904792,47,6332,4632263,Ethpool_2
983,3904793,39,5302,4613368,miningpoolhub_1
984,3904794,0,527,0,DwarfPool1
985,3904795,3,868,180000,f2pool
986,3904796,3,871,143222,f2pool
991,3904797,184,21779,4688970,ethermine
996,3904798,52,6758,4700564,Nanopool
997,3904799,68,8498,4514103,ethermine
783,3904800,47,6202,4654224,ethermine
785,3904801,81,10693,4670142,miningpoolhub_1
791,3904802,105,12676,4622415,ethermine
798,3904803,0,527,0,DwarfPool1
799,3904804,10,1647,4701591,Nanopool
800,3904805,15,2789,4695549,ethermine
801,3904806,54,7019,4623767,Nanopool
813,3904807,41,5375,4606598,ethermine
814,3904808,0,533,0,f2pool
815,3904809,2,760,401271,f2pool
816,3904810,50,7115,4657770,ethermine
820,3904811,47,5916,4684399,Nanopool
821,3904812,71,8933,4553853,ethfans.org
824,3904813,10,1773,4693440,ethfans.org
825,3904814,4,979,166467,f2pool
826,3904815,1,647,60000,f2pool
827,3904816,67,8644,4692784,Coinotron
831,3904817,1,649,21000,f2pool
832,3904818,3,869,141000,f2pool
833,3904819,3,869,320000,f2pool
834,3904820,89,11273,4688146,ethermine
837,3904821,92,11336,4648562,ethermine
839,3904822,51,6619,4594532,ethermine
851,3904823,3,870,246533,f2pool
852,3904824,0,533,0,f2pool
853,3904825,88,11622,4654180,49deb4
860,3904826,45,5666,4684675,miningpoolhub_1
861,3904827,0,533,0,f2pool
862,3904828,0,527,0,DwarfPool1
863,3904829,54,7628,4556226,ethfans.org
866,3904830,26,3526,4599546,ethermine
867,3904831,53,6840,4557211,bitclubpool
872,3904832,4,989,84000,f2pool
873,3904833,52,6911,4708089,ethermine
874,3904834,42,5469,4526251,ethfans.org
878,3904835,5,1093,502000,f2pool
879,3904836,10,1645,4700556,Nanopool
880,3904837,51,7397,4679506,miningpoolhub_1
882,3904838,24,12650,4623907,ethermine
883,3904839,1,645,60000,f2pool
884,3904840,2,757,120000,f2pool
885,3904841,55,6894,4704622,ethermine
887,3904842,95,11649,4698918,ethermine
891,3904843,51,6515,4688661,Nanopool
892,3904844,0,533,0,f2pool
893,3904845,85,10368,4550551,ethermine
898,3904846,0,527,0,DwarfPool1
899,3904847,52,7555,4583342,miningpoolhub_1
901,3904848,0,533,0,f2pool
902,3904849,3,875,4652219,C0ea08A2d
903,3904850,52,6678,4688408,ethfans.org
904,3904851,0,533,0,f2pool
905,3904852,51,6702,4692550,ethfans.org
911,3904853,50,6596,4706827,C0ea08A2d
914,3904854,45,13009,4569013,ethermine
915,3904855,45,5905,4626808,ethermine
916,3904856,36,4993,4380950,Nanopool
918,3904857,0,533,0,f2pool
919,3904858,0,527,0,DwarfPool1
920,3904859,137,16977,4693212,ethermine
924,3904860,43,5964,4540192,ethfans.org
925,3904861,43,5635,4384104,ethermine
926,3904862,47,5865,4607531,ethermine
928,3904863,90,16262,4701419,a4aaf1d
931,3904864,2,756,110000,f2pool
932,3904865,55,7188,4699400,Nanopool
933,3904866,88,10393,4559684,ethfans.org
935,3904867,43,5592,2874161,miningpoolhub_1
936,3904868,86,15618,4702054,waterhole
940,3904869,87,10564,4558692,C0ea08A2d
947,3904870,43,5675,4038814,Nanopool
949,3904871,57,7478,4708320,ethermine
950,3904872,63,8411,4627892,miningpoolhub_1
952,3904873,37,5179,3041407,Ethpool_2
953,3904874,0,533,0,f2pool
954,3904875,79,9842,4129842,ethermine
955,3904876,3,998,4693759,ethermine
956,3904877,41,5331,4336328,Ethpool_2
960,3904878,32,4569,4312064,ethfans.org
961,3904879,7,1313,344222,f2pool
962,3904880,22,3131,4706054,Nanopool
963,3904881,70,8861,4711250,ethermine
968,3904882,0,533,0,f2pool
969,3904883,101,12943,4704686,miningpoolhub_1
973,3904884,1,646,60000,f2pool
974,3904885,0,533,0,f2pool
975,3904886,35,4677,4702560,Nanopool
976,3904887,96,13177,4695666,miningpoolhub_1
982,3904888,73,8967,4680688,ethermine
987,3904889,39,5267,2368672,C0ea08A2d
988,3904890,4,981,341000,f2pool
989,3904891,1,646,62250,f2pool
990,3904892,100,12245,4684802,miningpoolhub_1
993,3904893,57,7478,4591593,C0ea08A2d
998,3904894,73,9302,4670162,ethfans.org
1003,3904895,3,1011,127142,f2pool
1004,3904896,95,11831,4616585,ethfans.org
1007,3904897,9,1548,4694510,49deb4
1008,3904898,25,3851,2462641,C0ea08A2d
1011,3904899,2,747,4676774,miningpoolhub_1
992,3904900,50,6628,4552108,ethfans.org
994,3904901,13,2323,4709000,Nanopool
995,3904902,43,6089,4364266,ethfans.org
999,3904903,22,3485,2117762,ethermine
1000,3904904,5,1113,4652128,ethfans.org
1001,3904905,43,6001,3602540,miningpoolhub_1
1002,3904906,37,4673,4618471,bitclubpool
1005,3904907,59,7986,4633655,ethfans.org
1006,3904908,6,1269,4660109,Nanopool
1009,3904909,57,7997,3890728,6b4af
1010,3904910,148,17760,4598749,ethermine
1012,3904911,51,6553,3622801,ethermine
1013,3904912,0,527,0,DwarfPool1
1014,3904913,111,14556,4656296,ethermine
1015,3904914,62,10478,4697093,ethermine
1016,3904915,84,10475,2874503,ethfans.org
1017,3904916,39,5309,3378800,ethfans.org
1018,3904917,3,868,102000,f2pool
1019,3904918,6,1203,424223,f2pool
1020,3904919,28,3964,4694673,ethfans.org
1021,3904920,68,9478,4591222,miningpoolhub_1
1022,3904921,40,5297,4551237,miningpoolhub_1
1023,3904922,42,6036,3150060,miningpoolhub_1
1024,3904923,56,7572,4629110,ethermine
1025,3904924,68,8524,4696869,Ethpool_2
1026,3904925,31,5595,4619883,poolgpu
1027,3904926,59,7257,4668979,Nanopool
1028,3904927,4,981,650000,f2pool
1029,3904928,90,12099,4712179,ethermine
1030,3904929,4,983,820000,f2pool
1031,3904930,100,13626,4709129,miningpoolhub_1
1032,3904931,57,7221,4711317,ethermine
1033,3904932,0,527,0,DwarfPool1
1034,3904933,1,1190,21000,f2pool
1035,3904934,69,9053,4689290,ethermine
1036,3904935,4,981,124423,f2pool
1037,3904936,52,7813,4661271,ethermine
1038,3904937,33,4521,4562618,ethermine
1039,3904938,10,2108,210000,f2pool
1040,3904939,39,5374,4575558,ethermine
1041,3904940,0,527,0,DwarfPool1
1042,3904941,57,7545,4682420,ethfans.org
1043,3904942,0,527,0,DwarfPool1
1044,3904943,55,8026,4697104,ethermine
1045,3904944,0,527,0,DwarfPool1
1046,3904945,4,1141,315876,f2pool
1047,3904946,44,6401,4688431,ethfans.org
1048,3904947,121,14796,4688278,49deb4
1049,3904948,2,757,120000,f2pool
1050,3904949,122,14684,4690255,9633814
1051,3904950,1,649,200000,f2pool
1052,3904951,163,19322,4677142,ethermine
1053,3904952,54,6820,4537045,Nanopool
1054,3904953,4,1046,4696763,Nanopool
1055,3904954,9,1465,189000,f2pool
1056,3904955,55,7719,4538648,ethfans.org
1057,3904956,42,5878,4568870,Nanopool
1058,3904957,65,8674,4615577,Ethpool_2
1059,3904958,148,17601,4696077,DwarfPool1
1060,3904959,79,9939,4623445,ethermine
1061,3904960,13,2048,530000,f2pool
1062,3904961,102,13082,4566293,ethfans.org
1063,3904962,4,1192,600713,f2pool
1064,3904963,93,11589,4588484,miningpoolhub_1
1065,3904964,10,1742,4710460,DwarfPool1
1066,3904965,1,646,60000,f2pool
1067,3904966,37,4933,4644581,ethfans.org
1068,3904967,0,533,0,f2pool
1069,3904968,77,9790,4555994,miningpoolhub_1
1070,3904969,21,3196,2337620,poolgpu
1071,3904970,41,5654,4613389,Nanopool
1072,3904971,28,3888,2026981,ethfans.org
1073,3904972,0,527,0,DwarfPool1
1074,3904973,0,533,0,f2pool
1075,3904974,3,867,63000,f2pool
1076,3904975,50,7374,4687291,ethermine
1077,3904976,34,4656,2739381,Nanopool
1078,3904977,40,5859,4636501,ethfans.org
1079,3904978,112,13476,4304712,miningpoolhub_1
1080,3904979,1,646,62224,f2pool
1081,3904980,151,17873,4698414,ethermine
1082,3904981,2,759,221000,f2pool
1083,3904982,114,13804,4699859,ethermine
1084,3904983,195,22159,4700305,ethermine
1085,3904984,72,9211,4692191,ethfans.org
1086,3904985,148,17318,4702042,ethermine
1087,3904986,61,7651,4703157,ethermine
1088,3904987,124,14721,4698898,ethfans.org
1089,3904988,146,17514,4697520,Nanopool
1090,3904989,46,6587,4591059,C0ea08A2d
1091,3904990,90,11145,4699606,ethermine
1092,3904991,0,533,0,f2pool
1093,3904992,0,533,0,f2pool
1094,3904993,0,533,0,f2pool
1095,3904994,0,533,0,f2pool
1096,3904995,110,13767,4696140,Nanopool
1097,3904996,128,14990,4620880,ethermine
1098,3904997,105,12664,4674636,Nanopool
1099,3904998,8,1585,304702,f2pool
1100,3904999,83,10283,4564475,ethfans.org
1101,3905000,86,10696,4692402,Nanopool
1102,3905001,49,6707,4657806,Nanopool
1103,3905002,27,3809,4687533,poolgpu
1104,3905003,12,1858,4707774,ethermine
1105,3905004,0,1063,0,f2pool
1106,3905005,79,9806,4680496,Nanopool
1107,3905006,89,11196,4676041,ethermine
1108,3905007,59,7796,4611434,ethfans.org
1109,3905008,23,3407,4711903,ethfans.org
1110,3905009,0,533,0,f2pool
1111,3905010,102,12935,4701597,DwarfPool1
1112,3905011,59,7415,4525661,miningpoolhub_1
1113,3905012,2,757,81000,f2pool
1114,3905013,1,646,60000,f2pool
1115,3905014,62,8897,4590270,ethfans.org
1116,3905015,36,4861,4540218,miningpoolhub_1
1117,3905016,1,642,25433,f2pool
1118,3905017,0,527,0,DwarfPool1
1119,3905018,75,9429,4586495,ethermine
1120,3905019,3,928,278925,f2pool
1121,3905020,22,3271,4625839,ethermine
1122,3905021,43,5907,4570317,ethermine
1123,3905022,81,9623,4704330,waterhole
1124,3905023,45,6125,4700917,ethermine
1125,3905024,49,6122,4706036,ethermine
1126,3905025,1,643,25433,f2pool
1127,3905026,0,527,0,DwarfPool1
1128,3905027,47,6125,4629878,ethermine
1129,3905028,7,1373,4633407,ethfans.org
1130,3905029,94,11406,4699458,ethermine
1131,3905030,34,4476,4624910,ethermine
1132,3905031,67,8163,4604162,miningpoolhub_1
1133,3905032,47,6088,2841640,miningpoolhub_1
1134,3905033,188,21869,4691260,f2pool
1135,3905034,112,14409,4657415,f2pool
1136,3905035,0,527,0,DwarfPool1
1137,3905036,59,7983,4685217,miningpoolhub_1
1138,3905037,57,7116,4596463,miningpoolhub_1
1139,3905038,0,533,0,f2pool
1140,3905039,45,5951,4626079,ethfans.org
1141,3905040,52,6803,3248884,C0ea08A2d
1142,3905041,74,9182,3653416,ethermine
1143,3905042,16,2449,4680094,ethfans.org
1144,3905043,41,5750,4674170,Coinotron
1145,3905044,1,646,21000,f2pool
1146,3905045,123,14612,4701334,ethermine
1147,3905046,0,1055,0,DwarfPool1
1148,3905047,3,870,3120000,f2pool
1149,3905048,2,761,81000,f2pool
1150,3905049,93,16468,4688186,a4aaf1d
1151,3905050,49,6472,4696306,ethermine
1152,3905051,105,12857,4699297,ethermine
1153,3905052,11,1807,4704754,miningpoolhub_1
1154,3905053,91,15806,4698596,a4aaf1d
1155,3905054,0,533,0,f2pool
1156,3905055,1,646,21000,f2pool
1157,3905056,23,3271,4704805,Ethpool_2
1158,3905057,68,8709,4706607,miningpoolhub_1
1159,3905058,76,10077,4711515,ethfans.org
1160,3905059,1,647,21000,f2pool
1161,3905060,0,533,0,f2pool
1162,3905061,2,757,81000,f2pool
1163,3905062,2,760,121000,f2pool
1164,3905063,2,757,120000,f2pool
1165,3905064,46,6035,4676100,C0ea08A2d
1166,3905065,0,527,0,DwarfPool1
1167,3905066,18,2716,4690750,miningpoolhub_1
1168,3905067,0,527,0,DwarfPool1
1169,3905068,114,14168,4674067,ethfans.org
1170,3905069,16,2393,4688104,ethfans.org
1171,3905070,60,8712,4664430,miningpoolhub_1
1172,3905071,39,5125,4697007,ethfans.org
1173,3905072,40,5470,4580274,poolgpu
1174,3905073,70,8883,3718825,ethermine
1175,3905074,0,533,0,f2pool
1176,3905075,146,17257,4709949,ethermine
1177,3905076,2,828,54571,f2pool
1178,3905077,3,1031,265968,f2pool
1179,3905078,106,13149,4661122,Nanopool
1180,3905079,29,4241,4570166,ethermine
1181,3905080,4,1137,276876,f2pool
1182,3905081,0,533,0,f2pool
1183,3905082,70,9222,4623094,a9a926b
1184,3905083,37,5123,4688780,ethfans.org
1185,3905084,2,758,81000,f2pool
1186,3905085,44,6218,4636232,ethermine
1187,3905086,42,5988,4627277,Coinotron
1188,3905087,13,2330,709855,f2pool
1189,3905088,0,527,0,DwarfPool1
1190,3905089,3,870,141000,f2pool
1191,3905090,38,5039,4698127,miningpoolhub_1
1192,3905091,127,15857,4654671,f2pool
1193,3905092,50,6166,4680814,f2pool
1194,3905093,54,6768,4643402,f2pool
1195,3905094,72,9527,4706456,ethfans.org
1196,3905095,61,7415,4703629,miningpoolhub_1
1197,3905096,68,9400,4672522,Nanopool
1198,3905097,0,527,0,DwarfPool1
1199,3905098,0,527,0,DwarfPool1
1200,3905099,59,8503,4707676,ethermine
1201,3905100,48,6264,4685212,Coinotron
1202,3905101,1,648,500000,f2pool
1203,3905102,0,533,0,f2pool
1204,3905103,0,533,0,f2pool
1205,3905104,2,759,244029,f2pool
1206,3905105,34,4479,4686701,ethfans.org
1207,3905106,61,16723,4691791,a9a926b
1208,3905107,67,9436,4673519,C0ea08A2d
1209,3905108,65,8043,4692419,Nanopool
1210,3905109,78,10034,4655229,ethfans.org
1211,3905110,134,15815,4662412,ethermine
1212,3905111,55,7408,4616096,ethfans.org
1213,3905112,0,527,0,DwarfPool1
1214,3905113,91,12416,4603835,ethfans.org
1215,3905114,0,533,0,f2pool
1216,3905115,51,8038,4703887,ethermine
1217,3905116,45,5614,4704594,miningpoolhub_1
1218,3905117,51,7748,4612249,miningpoolhub_1
1219,3905118,40,5089,4649134,Ethpool_2
1220,3905119,49,6626,4537943,ethermine
1221,3905120,36,4808,4555527,miningpoolhub_1
1222,3905121,47,6986,4677324,ethfans.org
1223,3905122,47,5895,4585545,Nanopool
1224,3905123,49,6613,4587766,ethfans.org
1225,3905124,4,1523,4588554,miningpoolhub_1
1226,3905125,3,874,4638544,ethermine
1227,3905126,97,12255,4658161,ethermine
1228,3905127,1,647,60000,f2pool
1229,3905128,87,11132,4692076,ethfans.org
1232,3905129,10,1647,4665773,ethfans.org
1233,3905130,70,8482,4654608,eth.pp.ua
1234,3905131,84,10727,4671868,ethfans.org
1235,3905132,37,5121,4701268,ethfans.org
1236,3905133,8,1564,550142,f2pool
1237,3905134,65,8926,4651740,Nanopool
1246,3905135,1,1187,60000,f2pool
1247,3905136,51,7017,4685313,ethfans.org
1248,3905137,36,4906,4653441,ethermine
1253,3905138,35,4709,4550768,alpereum
1254,3905139,3,869,180000,f2pool
1255,3905140,2,759,81000,f2pool
1256,3905141,70,9643,4697234,ethermine
1268,3905142,6,1264,4691214,ethermine
1269,3905143,58,8473,4709472,ethermine
1276,3905144,2,758,120000,f2pool
1277,3905145,69,9244,4643319,ethfans.org
1280,3905146,71,9158,4690681,ethermine
1285,3905147,51,7332,4678632,ethfans.org
1293,3905148,7,1380,616571,f2pool
1299,3905149,2,761,42000,f2pool
1300,3905150,2,757,120000,f2pool
1301,3905151,3,1226,134922,f2pool
1302,3905152,59,7482,4689194,ethfans.org
1303,3905153,98,13391,4692077,C0ea08A2d
1309,3905154,60,8333,4568942,C0ea08A2d
1310,3905155,76,9123,4701342,f2pool
1322,3905156,59,8075,4663348,ethfans.org
1341,3905157,47,6029,4708000,ethermine
1342,3905158,67,8707,4703282,ethfans.org
1347,3905159,36,12185,4700845,C0ea08A2d
1348,3905160,4,1054,197737,f2pool
1349,3905161,4,985,1063000,f2pool
1350,3905162,0,533,0,f2pool
1351,3905163,74,10086,4706696,ethfans.org
1358,3905164,58,8473,4640933,Nanopool
1363,3905165,2,761,81000,f2pool
1364,3905166,72,9476,4657137,bitclubpool
1367,3905167,42,5749,4543805,miningpoolhub_1
1372,3905168,64,9642,4618891,ethfans.org
1378,3905169,34,11627,4692138,ethfans.org
1380,3905170,110,14786,4696085,ethermine
1383,3905171,1,649,223029,f2pool
1389,3905172,4,983,302000,f2pool
1390,3905173,63,9226,4651639,ethermine
1391,3905174,41,5650,4692231,miningpoolhub_1
1399,3905175,77,9702,4672482,ethermine
1403,3905176,65,7910,4709581,ethfans.org
1412,3905177,56,7379,4605059,Nanopool
1413,3905178,62,7730,4659628,ethfans.org
1414,3905179,2,759,42000,f2pool
1417,3905180,54,7985,4667768,poolgpu
1420,3905181,0,533,0,f2pool
1421,3905182,3,870,370000,f2pool
1422,3905183,62,8438,4617332,miningpoolhub_1
1430,3905184,59,7182,4691492,ethermine
1433,3905185,63,8371,4559831,Nanopool
1438,3905186,51,6641,4627798,miningpoolhub_1
1452,3905187,3,870,142423,f2pool
1453,3905188,1,649,21000,f2pool
1454,3905189,0,533,0,f2pool
1455,3905190,54,8252,4687220,ethfans.org
1456,3905191,1,708,30624,f2pool
1460,3905192,112,14167,4711547,Nanopool
1483,3905193,5,1091,183000,f2pool
1484,3905194,40,5578,4700501,ethfans.org
1502,3905195,0,527,0,DwarfPool1
1503,3905196,72,9398,4704859,ethermine
1510,3905197,45,5753,4553937,ethfans.org
1516,3905198,53,6568,4658978,Nanopool
1518,3905199,7,1408,847131,f2pool
1368,3905200,2,759,260000,f2pool
1370,3905201,1,647,60000,f2pool
1371,3905202,75,9647,4707038,Nanopool
1373,3905203,25,3344,2870242,ethermine
1374,3905204,51,6900,4673438,ethfans.org
1381,3905205,88,10760,4681431,f2pool
1410,3905206,49,7356,4623708,ethfans.org
1411,3905207,198,23129,4691975,DwarfPool1
1419,3905208,82,10057,4709759,ethfans.org
1425,3905209,2,757,51000,f2pool
1426,3905210,0,527,0,DwarfPool1
1427,3905211,97,12520,4621508,C0ea08A2d
1431,3905212,61,7908,4597387,ethermine
1434,3905213,69,8816,4634676,ethfans.org
1435,3905214,44,6054,4137149,ethermine
1439,3905215,7,1471,4663427,miningpoolhub_1
1441,3905216,2,763,42000,f2pool
1457,3905217,63,8476,4706228,DwarfPool1
1461,3905218,2,757,120000,f2pool
1465,3905219,57,7668,4610015,ethfans.org
1478,3905220,11,1769,4705286,Nanopool
1479,3905221,59,7703,4639715,miningpoolhub_1
1491,3905222,45,5728,4707285,ethermine
1496,3905223,63,8640,4707625,ethermine
1497,3905224,0,527,0,DwarfPool1
1498,3905225,1,642,200000,DwarfPool1
