X,block_number,block_transaction_count,block_size,block_gas_used,block_miner
606,3904505,111,14146,4704092,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
727,3904562,119,13681,4695617,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
846,3904728,106,13245,4598802,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
1183,3905082,70,9222,4623094,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
1207,3905106,61,16723,4691791,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
1575,3905274,35,4776,4554454,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
1918,3905628,55,7006,4691875,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
1981,3905851,26,3827,4561488,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
1996,3905964,29,4008,2861122,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
2507,3906343,22,3146,4638246,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
2546,3906284,41,5646,4627394,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
2746,3906801,6,1218,4558407,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
3048,3907054,45,5817,4676721,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
3558,3907297,26,3549,4666727,0xa9a926bed50dc038b20bb20de361e4c35aae51fc
8,3903907,27,3588,4687308,0xb2930b35844a230f00e51431acae96fe543a0347
11,3903910,43,5487,4707761,0xb2930b35844a230f00e51431acae96fe543a0347
18,3903917,23,3089,4708525,0xb2930b35844a230f00e51431acae96fe543a0347
20,3903919,61,7255,4706109,0xb2930b35844a230f00e51431acae96fe543a0347
21,3903920,23,3150,4698765,0xb2930b35844a230f00e51431acae96fe543a0347
47,3903946,22,3157,4682773,0xb2930b35844a230f00e51431acae96fe543a0347
48,3903947,7,8433,4704239,0xb2930b35844a230f00e51431acae96fe543a0347
51,3903950,17,9710,4694032,0xb2930b35844a230f00e51431acae96fe543a0347
54,3903953,24,3839,4692897,0xb2930b35844a230f00e51431acae96fe543a0347
59,3903958,16,2524,4693353,0xb2930b35844a230f00e51431acae96fe543a0347
65,3903964,10,1758,4704270,0xb2930b35844a230f00e51431acae96fe543a0347
70,3903969,77,9205,4683104,0xb2930b35844a230f00e51431acae96fe543a0347
74,3903973,34,4453,4661003,0xb2930b35844a230f00e51431acae96fe543a0347
90,3903989,29,3801,4696795,0xb2930b35844a230f00e51431acae96fe543a0347
92,3903991,44,5983,4700669,0xb2930b35844a230f00e51431acae96fe543a0347
113,3904012,33,4507,4703559,0xb2930b35844a230f00e51431acae96fe543a0347
128,3904027,41,5129,4697800,0xb2930b35844a230f00e51431acae96fe543a0347
133,3904032,32,4218,4703000,0xb2930b35844a230f00e51431acae96fe543a0347
177,3904076,49,6354,4704789,0xb2930b35844a230f00e51431acae96fe543a0347
189,3904204,58,7076,4687996,0xb2930b35844a230f00e51431acae96fe543a0347
194,3904084,48,6458,4700112,0xb2930b35844a230f00e51431acae96fe543a0347
200,3904212,83,10042,4633230,0xb2930b35844a230f00e51431acae96fe543a0347
204,3904216,46,6242,4639002,0xb2930b35844a230f00e51431acae96fe543a0347
210,3904087,55,7619,4693600,0xb2930b35844a230f00e51431acae96fe543a0347
219,3904228,25,3465,4684639,0xb2930b35844a230f00e51431acae96fe543a0347
224,3904231,32,4459,4656281,0xb2930b35844a230f00e51431acae96fe543a0347
241,3904098,27,11126,4698600,0xb2930b35844a230f00e51431acae96fe543a0347
247,3904246,117,14280,4692285,0xb2930b35844a230f00e51431acae96fe543a0347
251,3904250,59,7313,4706381,0xb2930b35844a230f00e51431acae96fe543a0347
263,3904405,58,7785,4685558,0xb2930b35844a230f00e51431acae96fe543a0347
265,3904407,44,6350,3793411,0xb2930b35844a230f00e51431acae96fe543a0347
287,3904419,41,5218,3406820,0xb2930b35844a230f00e51431acae96fe543a0347
288,3904267,7,1297,4690701,0xb2930b35844a230f00e51431acae96fe543a0347
313,3904429,54,8025,4422313,0xb2930b35844a230f00e51431acae96fe543a0347
326,3904289,30,4212,4702208,0xb2930b35844a230f00e51431acae96fe543a0347
330,3904439,98,12542,4647636,0xb2930b35844a230f00e51431acae96fe543a0347
341,3904298,47,6788,4637365,0xb2930b35844a230f00e51431acae96fe543a0347
372,3904469,57,7626,4650838,0xb2930b35844a230f00e51431acae96fe543a0347
406,3904485,72,10085,4684005,0xb2930b35844a230f00e51431acae96fe543a0347
411,3904323,14,2564,4655771,0xb2930b35844a230f00e51431acae96fe543a0347
432,3904334,49,6974,4696877,0xb2930b35844a230f00e51431acae96fe543a0347
438,3904337,40,5530,4550490,0xb2930b35844a230f00e51431acae96fe543a0347
450,3904349,41,5177,4600992,0xb2930b35844a230f00e51431acae96fe543a0347
451,3904350,63,9170,4618449,0xb2930b35844a230f00e51431acae96fe543a0347
458,3904357,60,7352,4615433,0xb2930b35844a230f00e51431acae96fe543a0347
464,3904363,21,3646,4691355,0xb2930b35844a230f00e51431acae96fe543a0347
465,3904364,104,12435,4642384,0xb2930b35844a230f00e51431acae96fe543a0347
468,3904101,53,6860,4668396,0xb2930b35844a230f00e51431acae96fe543a0347
479,3904105,3,869,4697267,0xb2930b35844a230f00e51431acae96fe543a0347
492,3904113,78,9990,4699909,0xb2930b35844a230f00e51431acae96fe543a0347
502,3904119,45,5736,4701547,0xb2930b35844a230f00e51431acae96fe543a0347
509,3904385,84,11497,4543369,0xb2930b35844a230f00e51431acae96fe543a0347
518,3904131,34,4653,4699351,0xb2930b35844a230f00e51431acae96fe543a0347
529,3904390,44,6101,4541964,0xb2930b35844a230f00e51431acae96fe543a0347
545,3904395,64,8675,4605220,0xb2930b35844a230f00e51431acae96fe543a0347
561,3904160,71,9397,4694796,0xb2930b35844a230f00e51431acae96fe543a0347
575,3904174,94,11270,4695903,0xb2930b35844a230f00e51431acae96fe543a0347
586,3904185,46,13147,4715734,0xb2930b35844a230f00e51431acae96fe543a0347
588,3904187,67,9459,4705248,0xb2930b35844a230f00e51431acae96fe543a0347
589,3904188,4,974,4707630,0xb2930b35844a230f00e51431acae96fe543a0347
613,3904506,128,15284,4693095,0xb2930b35844a230f00e51431acae96fe543a0347
620,3904609,82,10357,4630786,0xb2930b35844a230f00e51431acae96fe543a0347
625,3904511,47,6067,4658819,0xb2930b35844a230f00e51431acae96fe543a0347
634,3904614,58,7832,4701097,0xb2930b35844a230f00e51431acae96fe543a0347
636,3904519,40,5688,4612502,0xb2930b35844a230f00e51431acae96fe543a0347
642,3904619,20,4707,4547626,0xb2930b35844a230f00e51431acae96fe543a0347
646,3904622,61,7442,4707750,0xb2930b35844a230f00e51431acae96fe543a0347
650,3904526,82,10434,4615078,0xb2930b35844a230f00e51431acae96fe543a0347
663,3904630,41,5665,4615419,0xb2930b35844a230f00e51431acae96fe543a0347
677,3904542,55,6810,4586422,0xb2930b35844a230f00e51431acae96fe543a0347
678,3904634,36,4663,4609027,0xb2930b35844a230f00e51431acae96fe543a0347
703,3904654,68,8569,4526488,0xb2930b35844a230f00e51431acae96fe543a0347
705,3904549,57,7787,4572389,0xb2930b35844a230f00e51431acae96fe543a0347
720,3904660,1,635,4700000,0xb2930b35844a230f00e51431acae96fe543a0347
722,3904559,45,6394,4554811,0xb2930b35844a230f00e51431acae96fe543a0347
724,3904561,73,9565,4703924,0xb2930b35844a230f00e51431acae96fe543a0347
725,3904662,7,1644,4687872,0xb2930b35844a230f00e51431acae96fe543a0347
734,3904564,74,9099,4652813,0xb2930b35844a230f00e51431acae96fe543a0347
755,3904679,54,7767,4693001,0xb2930b35844a230f00e51431acae96fe543a0347
759,3904680,41,5820,4682628,0xb2930b35844a230f00e51431acae96fe543a0347
777,3904580,74,9199,4576671,0xb2930b35844a230f00e51431acae96fe543a0347
779,3904708,50,6769,4638094,0xb2930b35844a230f00e51431acae96fe543a0347
785,3904801,81,10693,4670142,0xb2930b35844a230f00e51431acae96fe543a0347
786,3904583,40,4972,4555668,0xb2930b35844a230f00e51431acae96fe543a0347
818,3904693,110,13729,4682214,0xb2930b35844a230f00e51431acae96fe543a0347
822,3904724,28,5037,4706338,0xb2930b35844a230f00e51431acae96fe543a0347
829,3904694,95,12298,4654925,0xb2930b35844a230f00e51431acae96fe543a0347
835,3904591,37,5177,4697867,0xb2930b35844a230f00e51431acae96fe543a0347
860,3904826,45,5666,4684675,0xb2930b35844a230f00e51431acae96fe543a0347
880,3904837,51,7397,4679506,0xb2930b35844a230f00e51431acae96fe543a0347
899,3904847,52,7555,4583342,0xb2930b35844a230f00e51431acae96fe543a0347
917,3904759,80,9483,4702167,0xb2930b35844a230f00e51431acae96fe543a0347
927,3904763,51,6867,4703336,0xb2930b35844a230f00e51431acae96fe543a0347
935,3904867,43,5592,2874161,0xb2930b35844a230f00e51431acae96fe543a0347
941,3904770,33,4265,4626062,0xb2930b35844a230f00e51431acae96fe543a0347
946,3904775,95,12208,4684665,0xb2930b35844a230f00e51431acae96fe543a0347
950,3904872,63,8411,4627892,0xb2930b35844a230f00e51431acae96fe543a0347
969,3904883,101,12943,4704686,0xb2930b35844a230f00e51431acae96fe543a0347
976,3904887,96,13177,4695666,0xb2930b35844a230f00e51431acae96fe543a0347
983,3904793,39,5302,4613368,0xb2930b35844a230f00e51431acae96fe543a0347
990,3904892,100,12245,4684802,0xb2930b35844a230f00e51431acae96fe543a0347
1001,3904905,43,6001,3602540,0xb2930b35844a230f00e51431acae96fe543a0347
1011,3904899,2,747,4676774,0xb2930b35844a230f00e51431acae96fe543a0347
1021,3904920,68,9478,4591222,0xb2930b35844a230f00e51431acae96fe543a0347
1022,3904921,40,5297,4551237,0xb2930b35844a230f00e51431acae96fe543a0347
1023,3904922,42,6036,3150060,0xb2930b35844a230f00e51431acae96fe543a0347
1031,3904930,100,13626,4709129,0xb2930b35844a230f00e51431acae96fe543a0347
1064,3904963,93,11589,4588484,0xb2930b35844a230f00e51431acae96fe543a0347
1069,3904968,77,9790,4555994,0xb2930b35844a230f00e51431acae96fe543a0347
1079,3904978,112,13476,4304712,0xb2930b35844a230f00e51431acae96fe543a0347
1112,3905011,59,7415,4525661,0xb2930b35844a230f00e51431acae96fe543a0347
1116,3905015,36,4861,4540218,0xb2930b35844a230f00e51431acae96fe543a0347
1132,3905031,67,8163,4604162,0xb2930b35844a230f00e51431acae96fe543a0347
1133,3905032,47,6088,2841640,0xb2930b35844a230f00e51431acae96fe543a0347
1137,3905036,59,7983,4685217,0xb2930b35844a230f00e51431acae96fe543a0347
1138,3905037,57,7116,4596463,0xb2930b35844a230f00e51431acae96fe543a0347
1153,3905052,11,1807,4704754,0xb2930b35844a230f00e51431acae96fe543a0347
1158,3905057,68,8709,4706607,0xb2930b35844a230f00e51431acae96fe543a0347
1167,3905066,18,2716,4690750,0xb2930b35844a230f00e51431acae96fe543a0347
1171,3905070,60,8712,4664430,0xb2930b35844a230f00e51431acae96fe543a0347
1191,3905090,38,5039,4698127,0xb2930b35844a230f00e51431acae96fe543a0347
1196,3905095,61,7415,4703629,0xb2930b35844a230f00e51431acae96fe543a0347
1217,3905116,45,5614,4704594,0xb2930b35844a230f00e51431acae96fe543a0347
1218,3905117,51,7748,4612249,0xb2930b35844a230f00e51431acae96fe543a0347
1221,3905120,36,4808,4555527,0xb2930b35844a230f00e51431acae96fe543a0347
1225,3905124,4,1523,4588554,0xb2930b35844a230f00e51431acae96fe543a0347
1262,3905317,48,6645,4635897,0xb2930b35844a230f00e51431acae96fe543a0347
1272,3905324,31,4022,4603440,0xb2930b35844a230f00e51431acae96fe543a0347
1308,3905419,40,5701,4620999,0xb2930b35844a230f00e51431acae96fe543a0347
1367,3905167,42,5749,4543805,0xb2930b35844a230f00e51431acae96fe543a0347
1369,3905446,32,4334,4620314,0xb2930b35844a230f00e51431acae96fe543a0347
1377,3905449,43,5743,4694496,0xb2930b35844a230f00e51431acae96fe543a0347
1391,3905174,41,5650,4692231,0xb2930b35844a230f00e51431acae96fe543a0347
1396,3905457,50,8271,4649437,0xb2930b35844a230f00e51431acae96fe543a0347
1415,3905466,38,4869,4547760,0xb2930b35844a230f00e51431acae96fe543a0347
1422,3905183,62,8438,4617332,0xb2930b35844a230f00e51431acae96fe543a0347
1436,3905364,42,6115,4619584,0xb2930b35844a230f00e51431acae96fe543a0347
1438,3905186,51,6641,4627798,0xb2930b35844a230f00e51431acae96fe543a0347
1439,3905215,7,1471,4663427,0xb2930b35844a230f00e51431acae96fe543a0347
1442,3905470,27,5852,4702229,0xb2930b35844a230f00e51431acae96fe543a0347
1450,3905478,44,5969,4523978,0xb2930b35844a230f00e51431acae96fe543a0347
1479,3905221,59,7703,4639715,0xb2930b35844a230f00e51431acae96fe543a0347
1482,3905488,40,7942,4682917,0xb2930b35844a230f00e51431acae96fe543a0347
1508,3905492,34,4418,4538492,0xb2930b35844a230f00e51431acae96fe543a0347
1519,3905495,65,7873,4655568,0xb2930b35844a230f00e51431acae96fe543a0347
1521,3905232,54,8192,4705051,0xb2930b35844a230f00e51431acae96fe543a0347
1539,3905238,65,8588,4593921,0xb2930b35844a230f00e51431acae96fe543a0347
1554,3905253,91,10865,4626250,0xb2930b35844a230f00e51431acae96fe543a0347
1583,3905282,79,11654,4696669,0xb2930b35844a230f00e51431acae96fe543a0347
1593,3905292,45,6350,4669701,0xb2930b35844a230f00e51431acae96fe543a0347
1612,3905511,32,4529,4661826,0xb2930b35844a230f00e51431acae96fe543a0347
1620,3905519,45,8213,4705297,0xb2930b35844a230f00e51431acae96fe543a0347
1626,3905525,39,5340,4685492,0xb2930b35844a230f00e51431acae96fe543a0347
1653,3905552,29,3967,4556990,0xb2930b35844a230f00e51431acae96fe543a0347
1654,3905553,27,3923,4692932,0xb2930b35844a230f00e51431acae96fe543a0347
1664,3905563,41,5669,4672566,0xb2930b35844a230f00e51431acae96fe543a0347
1665,3905564,38,5072,4630280,0xb2930b35844a230f00e51431acae96fe543a0347
1670,3905569,32,4177,4702796,0xb2930b35844a230f00e51431acae96fe543a0347
1671,3905570,42,5570,4688380,0xb2930b35844a230f00e51431acae96fe543a0347
1676,3905575,64,7966,4681528,0xb2930b35844a230f00e51431acae96fe543a0347
1699,3905598,41,5401,4591820,0xb2930b35844a230f00e51431acae96fe543a0347
1718,3905717,40,5220,4588616,0xb2930b35844a230f00e51431acae96fe543a0347
1733,3905732,55,7592,4702577,0xb2930b35844a230f00e51431acae96fe543a0347
1734,3905733,37,5265,4685397,0xb2930b35844a230f00e51431acae96fe543a0347
1740,3905739,40,5075,4694886,0xb2930b35844a230f00e51431acae96fe543a0347
1750,3905749,46,6175,4704826,0xb2930b35844a230f00e51431acae96fe543a0347
1753,3905752,32,4502,4694032,0xb2930b35844a230f00e51431acae96fe543a0347
1758,3905757,32,4134,4673824,0xb2930b35844a230f00e51431acae96fe543a0347
1759,3905758,35,5480,4681297,0xb2930b35844a230f00e51431acae96fe543a0347
1770,3905769,19,2729,4688116,0xb2930b35844a230f00e51431acae96fe543a0347
1777,3905776,50,7030,4683209,0xb2930b35844a230f00e51431acae96fe543a0347
1785,3905784,28,3826,4700813,0xb2930b35844a230f00e51431acae96fe543a0347
1797,3905801,43,6520,4647218,0xb2930b35844a230f00e51431acae96fe543a0347
1805,3905805,27,3625,4633203,0xb2930b35844a230f00e51431acae96fe543a0347
1808,3905900,47,5835,4691408,0xb2930b35844a230f00e51431acae96fe543a0347
1824,3905816,46,6311,4694768,0xb2930b35844a230f00e51431acae96fe543a0347
1836,3905912,16,2358,4693643,0xb2930b35844a230f00e51431acae96fe543a0347
1853,3905606,39,5343,4708516,0xb2930b35844a230f00e51431acae96fe543a0347
1857,3905921,56,7032,4611570,0xb2930b35844a230f00e51431acae96fe543a0347
1861,3905828,45,5880,4571718,0xb2930b35844a230f00e51431acae96fe543a0347
1869,3905612,59,7718,4706405,0xb2930b35844a230f00e51431acae96fe543a0347
1874,3905929,8,1423,4674132,0xb2930b35844a230f00e51431acae96fe543a0347
1876,3905614,44,5805,4697657,0xb2930b35844a230f00e51431acae96fe543a0347
1879,3905931,45,5884,4642284,0xb2930b35844a230f00e51431acae96fe543a0347
1881,3905615,44,6220,4684924,0xb2930b35844a230f00e51431acae96fe543a0347
1889,3905834,39,5698,4648050,0xb2930b35844a230f00e51431acae96fe543a0347
1893,3905621,36,5229,4650601,0xb2930b35844a230f00e51431acae96fe543a0347
1896,3905837,43,5926,4680839,0xb2930b35844a230f00e51431acae96fe543a0347
1902,3905839,44,5658,4618252,0xb2930b35844a230f00e51431acae96fe543a0347
1914,3905840,46,5869,4684034,0xb2930b35844a230f00e51431acae96fe543a0347
1929,3905941,32,4353,4689468,0xb2930b35844a230f00e51431acae96fe543a0347
1950,3905951,37,4973,4697811,0xb2930b35844a230f00e51431acae96fe543a0347
1951,3905952,40,6139,4627216,0xb2930b35844a230f00e51431acae96fe543a0347
1957,3906018,39,5399,4618065,0xb2930b35844a230f00e51431acae96fe543a0347
1973,3905643,61,7655,4699300,0xb2930b35844a230f00e51431acae96fe543a0347
1979,3905849,34,4532,4543887,0xb2930b35844a230f00e51431acae96fe543a0347
2020,3905653,50,6704,4593834,0xb2930b35844a230f00e51431acae96fe543a0347
2031,3905654,38,4847,4548301,0xb2930b35844a230f00e51431acae96fe543a0347
2044,3905862,36,5081,4700365,0xb2930b35844a230f00e51431acae96fe543a0347
2052,3905976,41,5527,4607809,0xb2930b35844a230f00e51431acae96fe543a0347
2065,3905980,37,4728,4617959,0xb2930b35844a230f00e51431acae96fe543a0347
2068,3905983,32,4569,4687409,0xb2930b35844a230f00e51431acae96fe543a0347
2076,3905872,23,3857,4586465,0xb2930b35844a230f00e51431acae96fe543a0347
2098,3905676,44,5547,4687472,0xb2930b35844a230f00e51431acae96fe543a0347
2100,3905678,51,6804,4685477,0xb2930b35844a230f00e51431acae96fe543a0347
2103,3905879,33,4549,4583661,0xb2930b35844a230f00e51431acae96fe543a0347
2127,3905891,42,5870,4616037,0xb2930b35844a230f00e51431acae96fe543a0347
2141,3906057,33,4277,4597926,0xb2930b35844a230f00e51431acae96fe543a0347
2163,3905693,41,5185,4673544,0xb2930b35844a230f00e51431acae96fe543a0347
2170,3906073,5,1085,4684903,0xb2930b35844a230f00e51431acae96fe543a0347
2175,3906076,37,5258,4606803,0xb2930b35844a230f00e51431acae96fe543a0347
2177,3906078,44,5825,4618520,0xb2930b35844a230f00e51431acae96fe543a0347
2179,3905699,33,4403,4675667,0xb2930b35844a230f00e51431acae96fe543a0347
2181,3906080,3,861,4706774,0xb2930b35844a230f00e51431acae96fe543a0347
2184,3906083,37,4771,4623572,0xb2930b35844a230f00e51431acae96fe543a0347
2185,3906084,5,1088,4689824,0xb2930b35844a230f00e51431acae96fe543a0347
2197,3906096,39,5040,4620950,0xb2930b35844a230f00e51431acae96fe543a0347
2201,3906100,41,5308,4584520,0xb2930b35844a230f00e51431acae96fe543a0347
2203,3906102,45,5654,4617342,0xb2930b35844a230f00e51431acae96fe543a0347
2229,3906128,3,860,4699740,0xb2930b35844a230f00e51431acae96fe543a0347
2230,3906129,34,4739,4686325,0xb2930b35844a230f00e51431acae96fe543a0347
2258,3906157,41,5243,4615968,0xb2930b35844a230f00e51431acae96fe543a0347
2266,3906165,32,4236,4601312,0xb2930b35844a230f00e51431acae96fe543a0347
2267,3906166,42,5316,4669466,0xb2930b35844a230f00e51431acae96fe543a0347
2271,3906170,29,4304,4654361,0xb2930b35844a230f00e51431acae96fe543a0347
2289,3906188,36,5831,4645697,0xb2930b35844a230f00e51431acae96fe543a0347
2306,3906405,42,5322,4696368,0xb2930b35844a230f00e51431acae96fe543a0347
2323,3906422,38,4860,4614203,0xb2930b35844a230f00e51431acae96fe543a0347
2328,3906427,38,4939,4688063,0xb2930b35844a230f00e51431acae96fe543a0347
2341,3906440,22,3028,4616706,0xb2930b35844a230f00e51431acae96fe543a0347
2360,3906459,29,3815,4592555,0xb2930b35844a230f00e51431acae96fe543a0347
2380,3906479,42,5296,4629071,0xb2930b35844a230f00e51431acae96fe543a0347
2397,3906496,41,5210,4611437,0xb2930b35844a230f00e51431acae96fe543a0347
2430,3906229,40,5272,4691977,0xb2930b35844a230f00e51431acae96fe543a0347
2433,3906232,34,4434,4612762,0xb2930b35844a230f00e51431acae96fe543a0347
2449,3906307,33,4396,4626223,0xb2930b35844a230f00e51431acae96fe543a0347
2457,3906246,39,4957,4636002,0xb2930b35844a230f00e51431acae96fe543a0347
2459,3906311,44,5681,4627672,0xb2930b35844a230f00e51431acae96fe543a0347
2471,3906321,59,7430,4697885,0xb2930b35844a230f00e51431acae96fe543a0347
2494,3906332,47,5901,4688859,0xb2930b35844a230f00e51431acae96fe543a0347
2498,3906334,42,5556,4700263,0xb2930b35844a230f00e51431acae96fe543a0347
2512,3906265,23,3539,4674928,0xb2930b35844a230f00e51431acae96fe543a0347
2515,3906346,36,4728,4600689,0xb2930b35844a230f00e51431acae96fe543a0347
2529,3906352,18,2595,4606304,0xb2930b35844a230f00e51431acae96fe543a0347
2530,3906353,35,4835,4647308,0xb2930b35844a230f00e51431acae96fe543a0347
2552,3906288,55,7044,4547309,0xb2930b35844a230f00e51431acae96fe543a0347
2569,3906295,25,3417,4628247,0xb2930b35844a230f00e51431acae96fe543a0347
2582,3906381,34,4356,4687336,0xb2930b35844a230f00e51431acae96fe543a0347
2584,3906383,34,4413,4665754,0xb2930b35844a230f00e51431acae96fe543a0347
2607,3906506,22,3091,4637335,0xb2930b35844a230f00e51431acae96fe543a0347
2614,3906513,41,5248,4703139,0xb2930b35844a230f00e51431acae96fe543a0347
2620,3906519,43,5393,4685931,0xb2930b35844a230f00e51431acae96fe543a0347
2631,3906530,39,5112,4539392,0xb2930b35844a230f00e51431acae96fe543a0347
2633,3906532,46,5823,4695533,0xb2930b35844a230f00e51431acae96fe543a0347
2635,3906534,44,5864,4585101,0xb2930b35844a230f00e51431acae96fe543a0347
2664,3906563,40,5227,4685054,0xb2930b35844a230f00e51431acae96fe543a0347
2667,3906566,44,5492,4699871,0xb2930b35844a230f00e51431acae96fe543a0347
2694,3906593,41,5798,4668850,0xb2930b35844a230f00e51431acae96fe543a0347
2697,3906596,47,6541,4703476,0xb2930b35844a230f00e51431acae96fe543a0347
2711,3906610,37,4904,4692846,0xb2930b35844a230f00e51431acae96fe543a0347
2740,3906639,39,5022,4670391,0xb2930b35844a230f00e51431acae96fe543a0347
2763,3906654,36,4750,4677422,0xb2930b35844a230f00e51431acae96fe543a0347
2764,3906655,28,6584,4683179,0xb2930b35844a230f00e51431acae96fe543a0347
2779,3906657,31,6676,4643626,0xb2930b35844a230f00e51431acae96fe543a0347
2794,3906816,49,6735,4688732,0xb2930b35844a230f00e51431acae96fe543a0347
2813,3906711,31,4662,4695888,0xb2930b35844a230f00e51431acae96fe543a0347
2816,3906712,169,21692,4697287,0xb2930b35844a230f00e51431acae96fe543a0347
2820,3906664,26,6029,4705120,0xb2930b35844a230f00e51431acae96fe543a0347
2837,3906825,31,4101,4695332,0xb2930b35844a230f00e51431acae96fe543a0347
2849,3906830,45,5774,4687544,0xb2930b35844a230f00e51431acae96fe543a0347
2878,3906724,40,6157,4685406,0xb2930b35844a230f00e51431acae96fe543a0347
2886,3906927,47,6954,4683190,0xb2930b35844a230f00e51431acae96fe543a0347
2888,3906726,39,6854,4676395,0xb2930b35844a230f00e51431acae96fe543a0347
2908,3906840,42,6415,4652302,0xb2930b35844a230f00e51431acae96fe543a0347
2921,3906844,46,5771,4699998,0xb2930b35844a230f00e51431acae96fe543a0347
2959,3907035,52,7266,4631278,0xb2930b35844a230f00e51431acae96fe543a0347
2975,3906945,16,2387,4694282,0xb2930b35844a230f00e51431acae96fe543a0347
2978,3906947,45,6858,4653897,0xb2930b35844a230f00e51431acae96fe543a0347
3002,3906861,42,5326,4591653,0xb2930b35844a230f00e51431acae96fe543a0347
3050,3906872,40,5623,4693801,0xb2930b35844a230f00e51431acae96fe543a0347
3052,3906873,33,5182,4572011,0xb2930b35844a230f00e51431acae96fe543a0347
3066,3906878,45,5596,4572372,0xb2930b35844a230f00e51431acae96fe543a0347
3075,3906883,37,4764,4577080,0xb2930b35844a230f00e51431acae96fe543a0347
3076,3906764,26,3501,4696808,0xb2930b35844a230f00e51431acae96fe543a0347
3085,3906884,38,5756,4694700,0xb2930b35844a230f00e51431acae96fe543a0347
3090,3907059,11,1814,4702803,0xb2930b35844a230f00e51431acae96fe543a0347
3190,3906795,30,4312,4660244,0xb2930b35844a230f00e51431acae96fe543a0347
3217,3907416,38,4816,4706268,0xb2930b35844a230f00e51431acae96fe543a0347
3219,3907418,0,520,0,0xb2930b35844a230f00e51431acae96fe543a0347
3249,3907448,0,520,0,0xb2930b35844a230f00e51431acae96fe543a0347
3262,3907461,33,4579,4690491,0xb2930b35844a230f00e51431acae96fe543a0347
3263,3907462,42,5308,4632559,0xb2930b35844a230f00e51431acae96fe543a0347
3269,3907468,38,4901,4688541,0xb2930b35844a230f00e51431acae96fe543a0347
3274,3907473,38,4916,4671221,0xb2930b35844a230f00e51431acae96fe543a0347
3293,3907492,0,520,0,0xb2930b35844a230f00e51431acae96fe543a0347
3300,3907499,39,4957,4593370,0xb2930b35844a230f00e51431acae96fe543a0347
